1.288514304906129837e-02,9.550828486680984497e-03,1.005323417484760284e-02,1.447504572570323944e-02,1.462664455175399780e-02,2.442107535898685455e-02,4.217613488435745239e-02,5.883350968360900879e-02,8.389357477426528931e-02,1.021434068679809570e-01,1.161597073078155518e-01,1.200778409838676453e-01,1.049366146326065063e-01,1.249368935823440552e-01,9.971807152032852173e-02,8.104770630598068237e-02,7.798840850591659546e-02,6.087501347064971924e-02,5.480188503861427307e-02,4.057040810585021973e-02
1.376974303275346756e-02,1.020371355116367340e-02,1.039723400026559830e-02,1.502710953354835510e-02,1.475967373698949814e-02,2.357203140854835510e-02,3.855263441801071167e-02,5.167622864246368408e-02,7.449214160442352295e-02,8.951371908187866211e-02,9.915377944707870483e-02,1.046030595898628235e-01,8.988460898399353027e-02,1.064082235097885132e-01,9.120409935712814331e-02,7.654118537902832031e-02,7.546853274106979370e-02,5.817690864205360413e-02,4.937864840030670166e-02,3.300889953970909119e-02
1.092493347823619843e-02,8.423143997788429260e-03,9.181072004139423370e-03,1.256471872329711914e-02,1.488233264535665512e-02,2.357329241931438446e-02,4.036844149231910706e-02,5.616589635610580444e-02,8.380074054002761841e-02,1.020774468779563904e-01,1.135106533765792847e-01,1.223080530762672424e-01,1.177498623728752136e-01,1.186106875538825989e-01,1.057280376553535461e-01,9.066818654537200928e-02,8.211690187454223633e-02,6.010544672608375549e-02,5.040136352181434631e-02,3.331438824534416199e-02
1.202102750539779663e-02,9.295802563428878784e-03,9.735250845551490784e-03,1.496903598308563232e-02,1.650789380073547363e-02,2.945397421717643738e-02,5.258904770016670227e-02,7.472549378871917725e-02,1.130417212843894958e-01,1.390644013881683350e-01,1.572653949260711670e-01,1.700535118579864502e-01,1.460852026939392090e-01,1.688649207353591919e-01,1.365051567554473877e-01,1.055818796157836914e-01,9.207433462142944336e-02,6.285089254379272461e-02,4.962199181318283081e-02,2.999401278793811798e-02
7.501346524804830551e-03,6.701460573822259903e-03,7.418368011713027954e-03,1.146735250949859619e-02,1.448507141321897507e-02,2.306125126779079437e-02,4.116902500391006470e-02,6.053760647773742676e-02,9.674055874347686768e-02,1.245948299765586853e-01,1.435442715883255005e-01,1.605749577283859253e-01,1.593901664018630981e-01,1.535030454397201538e-01,1.459392756223678589e-01,1.240383610129356384e-01,1.108846366405487061e-01,7.799513638019561768e-02,6.031206250190734863e-02,3.343571349978446960e-02
9.592056274414062500e-03,9.256832301616668701e-03,1.077416725456714630e-02,1.476109493523836136e-02,1.843876577913761139e-02,2.772239223122596741e-02,4.566978290677070618e-02,6.047762185335159302e-02,8.307267725467681885e-02,8.928398042917251587e-02,8.533114939928054810e-02,8.314897119998931885e-02,8.957251161336898804e-02,7.748468220233917236e-02,7.457248866558074951e-02,6.854803115129470825e-02,6.277392804622650146e-02,4.732320457696914673e-02,4.087385907769203186e-02,2.837440744042396545e-02
1.106539834290742874e-02,9.198277257382869720e-03,1.029039174318313599e-02,1.390960160642862320e-02,1.789717935025691986e-02,2.752394787967205048e-02,4.368495941162109375e-02,5.636002868413925171e-02,7.024743407964706421e-02,7.317741960287094116e-02,7.113113254308700562e-02,7.060435414314270020e-02,7.239393144845962524e-02,6.875774264335632324e-02,6.616052985191345215e-02,5.940259620547294617e-02,5.203526467084884644e-02,4.032703861594200134e-02,3.537601605057716370e-02,2.342420443892478943e-02
1.267465762794017792e-02,1.452845521271228790e-02,1.521673984825611115e-02,2.049472369253635406e-02,2.232574485242366791e-02,2.953160181641578674e-02,3.649939224123954773e-02,3.975628688931465149e-02,4.074268415570259094e-02,3.742145374417304993e-02,3.453990072011947632e-02,3.309816867113113403e-02,3.761032223701477051e-02,3.578599914908409119e-02,4.186645150184631348e-02,4.436369985342025757e-02,4.222035035490989685e-02,3.684741631150245667e-02,3.292610123753547668e-02,2.296539768576622009e-02
1.026072166860103607e-02,9.789303876459598541e-03,9.737871587276458740e-03,1.283134985715150833e-02,1.634444482624530792e-02,2.142565511167049408e-02,2.835150063037872314e-02,3.269583359360694885e-02,3.300012648105621338e-02,2.992226555943489075e-02,2.582796104252338409e-02,2.309139072895050049e-02,2.951461263000965118e-02,2.292819321155548096e-02,3.007649816572666168e-02,3.314298391342163086e-02,3.074478730559349060e-02,2.953761070966720581e-02,2.694805152714252472e-02,1.825379207730293274e-02
1.366557367146015167e-02,1.064567547291517258e-02,1.013121847063302994e-02,1.208589971065521240e-02,1.286891940981149673e-02,1.564931310713291168e-02,1.994371600449085236e-02,2.213151752948760986e-02,2.133952826261520386e-02,1.899373158812522888e-02,1.604888029396533966e-02,1.296476833522319794e-02,1.677967421710491180e-02,1.349541172385215759e-02,1.816920936107635498e-02,2.303309366106987000e-02,2.397911809384822845e-02,2.466090582311153412e-02,2.346911095082759857e-02,1.859171688556671143e-02
